"ID" "CITY" "STATE" "ZIP" "Q050" "Q051" "Q052" "Q053" "Q054" "Q055" "Q056" "Q057" "Q058" "Q059" "Q060" "Q061" "Q062" "Q063" "Q064" "Q065" "Q066" "Q067" "Q068" "Q069" "Q070" "Q071" "Q072" "Q073" "Q074" "Q075" "Q076" "Q077" "Q078" "Q079" "Q080" "Q081" "Q082" "Q083" "Q084" "Q085" "Q086" "Q087" "Q088" "Q089" "Q090" "Q091" "Q092" "Q093" "Q094" "Q095" "Q096" "Q097" "Q098" "Q099" "Q100" "Q101" "Q102" "Q103" "Q104" "Q105" "Q106" "Q107" "Q109" "Q110" "Q111" "Q115" "Q117" "Q118" "Q119" "Q120" "Q121" "lat" "long"
45381 "StatenIsland" "NY" "10312" 4 2 3 1 2 2 2 2 3 2 8 4 2 1 1 3 1 1 7 3 3 3 5 1 12 1 1 1 2 1 1 3 2 7 3 4 1 2 7 3 1 2 3 2 1 1 4 2 1 2 4 2 1 4 1 1 1 3 1 8 1 1 4 8 1 2 1 40.543117 -74.176289
45382 "Longmont" "CO" "80503" 4 1 3 2 2 2 3 2 3 20 8 4 2 1 1 3 8 1 1 3 7 2 1 6 4 1 4 1 3 1 8 1 2 5 2 5 3 2 5 3 3 2 3 2 4 6 5 1 3 6 4 3 1 4 1 1 1 3 1 8 1 1 5 6 1 2 5 40.156035 -105.173659
45383 "CapeGirardeau" "MO" "63701" 4 2 2 2 2 2 1 3 3 2 8 1 7 1 1 3 1 1 7 6 7 5 1 1 1 1 7 1 1 1 8 1 14 7 2 2 2 2 1 3 1 3 3 2 1 6 5 1 1 3 4 2 1 4 1 3 1 3 1 8 1 1 1 6 1 2 1 37.32564 -89.565904
45384 "" "NJ" "07040" 7 2 2 2 2 2 2 2 3 2 8 4 2 1 1 1 2 1 7 6 7 3 1 1 4 1 4 1 2 1 1 1 12 1 3 2 1 1 5 3 1 2 3 1 4 1 5 5 1 2 1 2 5 4 1 1 7 3 1 3 1 1 1 7 1 2 3 40.728901 -74.268213
45385 "lexington" "KY" "40503" 9 1 1 1 2 1 1 1 3 20 9 4 2 1 1 1 5 12 7 4 6 3 1 1 4 8 1 1 3 1 1 3 3 7 1 1 3 3 1 3 2 3 3 5 1 1 4 2 2 3 1 2 11 4 1 2 1 6 2 3 2 1 2 7 1 1 2 38.007898 -84.534527
45386 "Wildwood" "IL" "60030" 4 2 2 2 2 2 1 2 3 3 8 4 2 1 1 1 1 1 3 3 6 3 1 6 4 1 1 1 1 2 8 1 14 7 4 2 1 1 1 3 1 2 3 1 1 6 4 2 1 1 1 3 1 3 1 2 2 3 1 8 3 1 1 6 3 1 3 42.338955 -88.034331
45387 "indianapolis" "IN" "46219" 1 3 1 2 3 2 1 2 13 20 9 7 2 1 1 3 8 1 3 4 7 3 1 6 14 1 9 1 2 1 8 8 17 7 3 6 2 1 4 3 2 3 3 2 2 6 4 6 1 6 4 2 5 5 1 10 8 3 4 8 2 1 1 6 3 2 3 39.78001 -86.048898
45388 "Columbia" "MO" "65203" 4 2 3 2 2 2 2 2 3 20 8 4 1 1 1 3 5 1 3 6 3 2 1 1 4 1 8 1 3 1 8 1 2 5 2 5 1 1 4 2 1 2 3 2 3 1 3 1 3 6 4 3 1 3 1 1 1 9 1 8 1 1 4 6 1 2 1 38.925204 -92.368875
45389 "Evansville" "IN" "47714" 4 2 3 2 2 2 2 2 3 20 8 4 1 1 1 3 5 1 3 6 3 2 1 1 4 1 8 1 3 1 8 1 2 5 2 5 1 1 4 2 1 2 3 2 3 1 3 1 3 6 4 3 1 3 1 1 1 9 1 8 1 1 4 6 1 2 1 37.959092 -87.524687
45390 "Pittsburgh" "PA" "15213" 4 2 3 2 2 2 2 2 3 20 8 4 1 1 1 3 5 1 3 6 3 2 1 1 4 1 8 1 3 1 8 1 2 5 2 5 1 1 4 2 1 2 3 2 3 1 3 1 3 6 4 3 1 3 1 1 1 9 1 8 1 1 4 6 1 2 1 40.443269 -79.954872
45391 "Pittsburgh" "PA" "15213" 4 2 1 2 2 2 1 2 3 3 8 6 1 1 3 1 2 1 3 6 4 2 1 6 4 1 4 1 1 1 8 3 2 5 6 2 1 2 7 3 2 2 3 2 2 1 4 2 1 6 4 3 10 4 1 2 7 9 1 6 2 1 3 7 1 1 1 40.443269 -79.954872
45392 "Orlando" "FL" "32805" 4 2 1 2 2 2 1 2 3 3 8 6 1 1 3 1 2 1 3 6 4 2 1 6 4 1 4 1 1 1 8 3 2 5 6 2 1 2 7 3 2 2 3 2 2 1 4 2 1 6 4 3 10 4 1 2 7 9 1 6 2 1 3 7 1 1 1 28.53028 -81.400891
45393 "" "IL" "61364" 4 1 2 2 2 2 2 2 2 20 8 4 2 1 1 2 2 1 7 6 6 5 1 2 4 1 1 1 1 2 8 1 8 7 3 6 2 2 1 3 1 2 3 2 1 6 4 1 2 6 4 2 1 4 1 10 3 3 1 8 5 1 1 7 3 2 1 41.129482 -88.836667
45394 "Denver" "CO" "80222" 4 2 2 2 2 2 1 2 3 13 8 4 2 1 1 2 5 1 3 1 4 5 1 6 4 1 7 1 3 1 8 1 12 5 4 5 3 2 4 1 1 3 3 2 1 1 3 5 1 1 4 2 1 3 1 2 1 3 1 8 1 1 1 6 1 2 1 39.669237 -104.927664
45395 "WallaWalla" "WA" "99362" 4 2 1 2 1 2 1 2 2 21 2 7 10 1 1 2 5 1 3 3 3 3 5 6 14 3 1 4 1 2 9 1 12 7 2 2 3 1 7 1 4 1 3 2 1 6 3 5 1 1 4 2 11 3 1 2 3 3 2 8 2 1 1 7 1 5 1 45.98677 -118.07919
45396 "Kent" "WA" "98031" 7 2 2 2 2 2 2 2 3 2 5 6 2 1 1 2 1 1 1 1 3 3 5 6 14 1 1 4 1 1 7 1 2 7 2 5 2 1 3 3 1 2 3 2 1 6 4 5 1 1 4 2 10 4 1 2 1 3 2 8 2 1 1 8 1 1 3 47.388461 -122.196446
45397 "Louisville" "KY" "40242" 9 2 1 2 2 2 1 2 2 20 8 7 2 1 1 1 1 1 7 6 7 5 1 6 4 1 7 1 2 10 8 1 17 7 3 4 3 3 4 3 4 2 3 2 2 1 3 1 2 7 5 2 1 4 1 3 3 2 1 8 3 1 1 6 3 2 2 38.279059 -85.590376
45398 "Tempe" "AZ" "85282" 1 3 1 2 2 2 2 1 2 20 8 6 7 1 1 2 7 1 3 3 6 5 1 6 3 1 4 4 1 2 8 1 17 7 6 2 3 3 7 4 1 2 3 2 3 6 4 5 2 8 4 2 10 3 6 1 1 9 1 8 1 1 1 6 1 5 6 33.394067 -111.928736
45399 "houston" "TX" "77024" 1 3 1 2 2 2 2 1 2 20 8 6 7 1 1 2 7 1 3 3 6 5 1 6 3 1 4 4 1 2 8 1 17 7 6 2 3 3 7 4 1 2 3 2 3 6 4 5 2 8 4 2 10 3 6 1 1 9 1 8 1 1 1 6 1 5 6 29.773994 -95.517717
45400 "Columbus" "OH" "43215" 7 2 2 2 2 2 2 2 2 20 5 4 2 1 1 1 2 1 7 3 7 3 1 1 3 1 1 4 1 1 8 1 16 7 1 1 1 2 7 3 1 2 3 2 2 4 7 5 4 2 5 3 10 3 1 10 1 3 2 8 2 1 1 6 1 1 1 39.965131 -83.004316
45401 "sacramento" "CA" "95831" 4 2 3 1 2 2 2 2 3 20 8 6 2 1 1 2 2 1 7 6 7 5 1 6 4 1 1 4 1 2 8 1 2 7 2 5 3 1 1 4 1 2 3 2 1 4 4 6 2 7 5 2 10 3 1 1 1 3 1 8 1 4 1 7 1 1 2 38.494971 -121.530599
45402 "Auburn" "AL" "36830" 4 2 2 2 2 2 2 2 2 13 8 4 2 1 1 2 5 1 1 1 7 5 5 6 4 1 1 1 1 1 8 1 12 7 4 2 3 2 4 3 1 2 3 2 1 6 4 1 1 2 1 2 10 3 1 3 2 2 1 6 2 1 1 7 2 2 6 32.577135 -85.472821
45403 "Moonachie" "NJ" "07074" 7 2 2 2 2 2 2 1 3 20 5 4 2 1 4 3 2 1 3 3 7 2 1 1 4 1 7 1 3 1 1 1 8 5 4 4 2 2 7 3 1 2 3 3 4 1 5 5 1 6 4 1 5 4 1 1 3 3 1 4 1 1 4 7 1 5 2 40.841668 -74.059009
45404 "Miami" "FL" "33149" 4 2 2 2 2 2 2 2 2 20 5 6 2 1 1 3 1 1 4 1 7 5 5 1 4 1 7 1 3 5 1 1 2 7 3 5 3 2 4 1 2 2 2 2 3 1 5 2 1 6 4 2 1 4 1 1 1 2 1 8 2 2 1 7 1 2 6 25.700966 -80.16195
45405 "Dearborn" "MI" "48120" 4 2 2 2 1 2 1 2 2 3 5 4 2 1 1 2 2 12 3 1 1 5 1 3 4 1 1 1 2 2 8 1 2 7 4 2 1 1 3 1 1 2 3 2 1 1 2 5 1 1 3 2 3 3 1 2 1 3 1 6 3 1 1 7 1 2 1 42.306288 -83.158631
45406 "EastStroudsburg" "PA" "18301" 4 2 2 2 1 2 1 2 2 3 5 4 2 1 1 2 2 12 3 1 1 5 1 3 4 1 1 1 2 2 8 1 2 7 4 2 1 1 3 1 1 2 3 2 1 1 2 5 1 1 3 2 3 3 1 2 1 3 1 6 3 1 1 7 1 2 1 41.052199 -75.159369
45407 "Atlanta" "GA" "30341" 9 2 3 3 2 2 2 2 3 20 8 4 2 1 1 1 1 1 7 6 7 5 1 6 4 1 4 1 3 5 8 1 4 3 4 6 1 1 7 1 1 2 3 2 3 6 1 5 1 3 1 2 1 4 6 3 2 3 1 8 1 1 1 6 1 2 2 33.888102 -84.293215
45408 "Mobile" "AL" "36609" 9 2 1 1 2 2 1 2 3 18 8 7 2 1 1 3 5 1 7 6 7 5 1 6 4 1 4 1 3 1 8 1 2 3 6 4 2 1 1 1 1 3 3 2 4 6 4 5 2 2 1 5 1 4 1 3 2 3 1 8 3 1 1 7 1 2 6 30.662735 -88.162551
45409 "Chelmsford" "MA" "01824" 7 2 3 2 2 2 2 1 2 15 8 4 10 2 1 1 7 1 7 1 7 2 1 1 13 1 4 1 3 1 1 3 2 1 1 6 1 3 7 1 1 3 3 2 4 2 3 5 1 2 4 3 1 1 3 1 3 10 1 8 3 1 3 7 1 3 2 42.595491 -71.354402
45410 "yonkers" "NY" "10701" 1 2 2 2 2 2 2 3 1 20 8 7 7 1 11 3 7 1 3 3 2 2 5 1 4 1 7 1 2 1 1 1 14 1 4 6 3 1 7 3 1 2 3 1 2 1 4 1 2 2 5 2 4 4 1 1 1 3 1 8 1 1 4 7 1 1 1 40.943525 -73.881761
45411 "Marion" "OH" "43302" 4 2 1 2 2 2 1 2 3 3 9 7 2 1 1 1 5 1 7 3 6 2 1 6 1 8 4 1 2 1 8 1 17 7 6 6 2 1 1 1 2 2 3 2 1 6 7 5 1 2 5 5 10 3 1 2 1 3 1 8 2 1 5 8 2 1 1 40.589747 -83.121739
45412 "Andover" "MA" "01810" 4 2 2 2 3 2 2 2 2 20 8 4 9 1 1 2 2 1 3 6 7 5 1 1 12 1 8 4 3 1 8 1 16 1 1 2 3 3 7 3 1 2 3 2 4 1 3 1 1 6 4 1 10 4 1 1 7 9 1 8 7 1 1 7 1 2 6 42.646942 -71.151301
45413 "wilmington" "DE" "19802" 9 2 2 2 2 2 2 2 1 20 8 6 2 1 1 3 7 1 7 6 2 5 1 1 4 1 4 1 1 1 1 1 8 5 4 2 3 3 1 1 2 3 2 2 4 1 1 1 1 2 4 3 10 4 1 1 5 3 1 8 2 1 1 5 1 2 6 39.756213 -75.533126
45414 "Womelsdorf" "PA" "19567" 7 2 2 2 2 2 2 2 3 3 8 4 2 1 1 3 2 1 7 4 3 3 6 1 13 1 4 1 1 1 1 1 12 5 3 2 2 2 4 3 1 2 3 2 2 1 4 2 1 2 4 5 5 4 1 1 3 2 1 3 3 1 3 7 1 2 1 40.373285 -76.20054
45415 "Auburn" "NY" "13021" 4 2 2 2 2 2 1 2 3 1 5 4 1 1 1 1 1 1 7 3 3 2 1 1 1 1 1 1 1 1 8 1 8 1 3 2 2 2 1 1 2 2 3 2 1 1 1 2 1 2 4 2 1 3 1 1 1 2 1 8 2 1 1 1 1 1 2 42.922273 -76.558824
45416 "RiverVale" "NJ" "07675" 4 2 3 2 2 2 2 2 3 3 8 4 10 1 4 1 2 1 7 4 7 5 5 1 1 1 4 1 4 1 1 1 14 7 3 6 2 2 7 3 1 2 3 2 1 1 5 2 1 2 4 2 1 4 1 1 3 3 1 4 2 1 4 8 1 2 1 40.99904 -74.032913
45417 "lakewales" "FL" "33853" 1 2 2 2 2 1 1 2 4 3 8 7 2 1 11 3 1 1 7 4 7 5 5 6 13 1 4 1 2 1 3 1 15 3 2 6 3 3 2 1 1 2 3 2 2 1 3 2 1 1 3 2 10 4 1 5 5 3 1 8 2 1 1 8 1 1 1 27.894622 -81.528245
45418 "Holdrege" "NE" "68949" 7 2 3 2 2 2 1 2 3 3 5 4 2 1 1 3 1 5 1 1 2 2 5 6 13 1 1 1 3 9 8 1 15 2 4 5 3 1 7 1 2 3 1 2 4 1 5 5 1 1 4 2 1 3 1 5 1 2 2 2 3 1 5 6 3 1 3 40.434479 -99.373113
45419 "Columbus" "OH" "43205" 7 2 2 2 2 2 1 1 3 1 3 7 2 1 1 3 5 1 7 3 6 2 5 1 12 3 4 4 3 1 8 1 15 5 4 1 2 3 1 2 2 1 2 2 2 6 2 5 1 2 1 2 1 3 1 2 1 3 2 9 2 1 3 6 2 2 1 39.957265 -82.96587
45420 "Leawood" "KS" "66206" 7 2 2 2 2 2 1 1 3 1 3 7 2 1 1 3 5 1 7 3 6 2 5 1 12 3 4 4 3 1 8 1 15 5 4 1 2 3 1 2 2 1 2 2 2 6 2 5 1 2 1 2 1 3 1 2 1 3 2 9 2 1 3 6 2 2 1 38.959256 -94.622233
45421 "Leawood" "KS" "66206" 4 2 2 2 2 2 3 2 2 19 1 7 2 1 1 3 5 1 7 6 7 5 1 6 4 1 7 4 1 1 8 1 7 7 6 4 3 1 1 1 1 1 3 2 4 1 1 1 3 2 4 2 9 3 1 2 1 9 2 8 2 4 1 7 3 2 2 38.959256 -94.622233
45422 "KansasCity" "MO" "64136" 4 2 3 2 2 2 2 2 3 20 8 4 2 1 1 3 1 1 7 3 6 3 1 6 4 1 4 1 3 10 8 1 17 5 3 2 3 1 4 2 2 1 3 2 3 6 5 1 1 8 4 5 10 3 1 2 1 3 2 8 2 1 5 6 3 2 2 39.01543 -94.399672
45423 "Marion" "OH" "43302" 7 2 2 2 2 2 2 2 3 6 3 1 1 1 1 1 5 1 3 3 2 2 1 1 1 1 4 1 2 2 8 1 12 7 6 5 1 1 1 1 1 1 3 2 4 1 5 1 1 2 4 2 5 3 1 2 1 3 1 9 2 1 1 8 2 2 1 40.589747 -83.121739
45424 "Detroit" "MI" "48154" 4 2 2 2 2 2 2 2 3 20 5 6 2 1 1 3 5 1 3 3 6 3 5 6 12 6 1 1 2 5 8 1 2 7 3 2 1 1 4 3 2 2 3 2 1 6 5 5 4 2 4 2 10 3 1 2 2 2 1 6 3 2 1 6 1 1 2 42.396194 -83.371613
45425 "Atlanta" "GA" "30306" 9 2 1 2 2 2 2 2 2 3 8 7 2 1 1 1 5 1 7 3 7 2 1 6 4 6 4 1 1 7 3 1 2 7 2 2 1 1 1 1 1 2 3 2 2 6 4 1 2 3 1 2 5 4 1 3 2 3 2 8 3 1 1 6 1 2 3 33.786755 -84.351499
45426 "NewYork" "NY" "11795" 4 2 2 2 2 2 2 2 3 20 8 6 2 1 4 3 1 1 4 3 7 2 5 1 14 3 4 1 2 1 1 1 12 5 2 6 2 2 1 1 1 2 3 2 1 1 5 1 1 2 1 2 10 4 1 1 3 2 1 8 2 1 5 6 1 2 1 40.713459 -73.300109
45427 "Lancaster" "PA" "17601" 4 2 2 2 2 2 2 2 3 20 8 6 2 1 4 3 1 1 4 3 7 2 5 1 14 3 4 1 2 1 1 1 12 5 2 6 2 2 1 1 1 2 3 2 1 1 5 1 1 2 1 2 10 4 1 1 3 2 1 8 2 1 5 6 1 2 1 40.072246 -76.315501
45428 "Brewton" "AL" "36426" 9 2 2 2 2 2 1 2 2 20 8 4 2 1 5 1 1 5 7 2 7 5 1 6 4 6 4 1 1 1 8 4 4 3 2 2 2 1 4 1 2 2 3 2 4 1 1 2 2 2 3 2 10 4 1 3 2 3 1 8 3 1 4 4 1 2 1 31.129008 -87.10173
45429 "Prospect" "CT" "06712" 4 2 2 2 2 2 2 2 1 20 8 4 2 1 2 1 1 1 3 4 2 3 1 1 12 1 7 1 2 1 1 1 8 5 1 5 1 2 1 1 2 2 3 2 1 1 1 2 1 1 4 2 10 4 1 1 3 3 1 3 1 1 3 7 1 2 6 41.501856 -72.977994
45431 "Philadelphia" "PA" "19106" 4 2 1 2 2 2 2 2 3 20 8 4 2 1 3 1 1 1 3 3 2 2 5 1 12 1 1 1 1 1 1 1 12 5 3 1 2 1 4 3 1 2 1 2 1 1 3 2 1 2 4 2 1 4 1 1 1 5 1 3 3 1 1 6 1 1 1 39.951062 -75.145895
45432 "Irvington" "NY" "10533" 4 1 3 1 2 2 3 3 2 1 7 4 2 1 1 3 5 1 1 1 7 5 5 1 1 1 1 1 3 1 1 1 14 3 4 6 1 1 3 1 1 2 1 2 2 1 2 5 1 2 4 2 3 4 1 1 5 3 1 8 2 1 1 5 1 1 1 41.039005 -73.863507
45433 "Portland" "OR" "97221" 7 2 2 2 2 1 1 2 3 1 9 3 2 1 1 2 1 1 7 1 7 5 1 6 12 1 1 4 1 2 8 1 2 1 1 6 2 2 4 3 1 2 3 2 1 6 5 5 1 3 1 2 1 3 6 2 1 2 1 8 2 1 1 7 1 2 1 45.49759 -122.729453
45434 "Buffalo" "NY" "14211" 7 2 2 1 2 2 1 1 3 20 8 4 2 1 1 1 5 1 3 3 6 3 5 1 3 1 1 1 2 1 8 1 8 1 6 5 3 2 4 3 1 2 3 2 1 6 4 2 2 6 1 2 5 3 1 2 1 3 1 8 2 4 1 7 2 2 1 42.907358 -78.823555
45435 "Whitesburg" "KY" "41840" 9 2 2 2 2 2 1 2 2 20 8 6 2 1 1 3 5 1 2 3 7 3 1 6 4 6 4 1 3 5 8 4 8 7 2 5 3 2 4 1 1 2 3 2 4 6 3 1 1 6 4 2 3 4 1 2 1 9 1 2 5 4 4 6 3 2 1 37.195448 -82.712321
45436 "coconutcreek" "FL" "33073" 9 2 1 2 2 2 2 2 2 20 8 6 2 1 1 2 2 1 3 6 2 5 1 1 4 1 7 1 2 1 1 1 8 7 2 5 3 1 7 3 1 2 2 3 3 1 4 1 2 6 1 2 1 4 1 1 3 3 1 8 1 4 1 7 1 2 6 26.305433 -80.18287
45437 "Alpharetta" "GA" "30201" 9 1 1 2 2 2 2 2 3 20 8 6 2 1 1 1 1 1 7 6 2 5 6 6 4 6 4 1 1 1 8 1 4 1 1 2 3 1 4 1 1 2 3 2 2 1 4 1 1 3 4 2 1 4 1 3 2 9 1 8 2 2 1 6 1 2 6 NA NA
45438 "louisville" "KY" "40241" 1 2 1 2 2 2 2 2 2 20 8 4 2 1 1 3 5 1 3 3 2 2 5 1 4 3 7 1 2 1 8 1 8 7 6 4 2 2 4 1 1 2 3 2 3 1 5 1 1 6 4 3 1 4 1 1 3 3 1 8 3 1 1 6 3 2 1 38.305636 -85.584243
45439 "Columbus" "IN" "47203" 7 2 2 2 2 1 1 2 3 20 8 4 2 1 1 3 1 1 7 3 7 2 1 6 1 1 4 1 3 1 8 1 8 5 3 2 1 1 4 2 3 1 3 2 4 1 5 5 2 3 3 2 11 3 1 3 3 9 1 8 2 1 1 8 1 2 1 39.232235 -85.863564
45440 "WestDesMoines" "IA" "50265" 7 2 1 2 2 2 1 2 3 20 8 7 2 1 1 3 5 1 3 3 6 5 1 6 4 3 1 1 1 1 8 1 2 5 6 5 3 1 4 3 1 3 3 2 3 6 3 2 2 6 4 3 1 3 1 2 1 9 4 9 2 1 1 6 3 2 2 41.570916 -93.735683
45441 "Hopewell" "VA" "23860" 7 2 2 2 2 2 2 3 2 3 5 3 2 1 1 1 1 1 3 2 6 5 1 1 2 1 2 1 2 1 8 1 14 3 4 5 1 1 1 1 1 2 3 2 4 1 4 1 1 3 3 3 7 3 1 1 4 2 1 3 2 1 1 1 1 1 2 37.287869 -77.293599
45442 "Yardley" "PA" "19067" 4 2 1 2 2 1 1 1 3 20 8 6 2 1 3 1 1 1 7 6 7 2 5 1 13 1 4 1 3 1 1 1 2 5 3 2 2 2 4 3 2 2 3 2 4 6 5 1 1 3 1 2 1 4 1 1 7 3 1 3 1 1 3 7 1 2 1 40.214661 -74.818122
45443 "centralfalls" "RI" "02863" 7 2 2 2 2 2 2 1 2 18 5 4 1 1 2 1 5 1 7 6 7 2 5 1 4 1 4 4 1 1 1 3 2 1 1 2 1 1 4 1 2 2 3 2 1 1 1 1 1 4 1 2 1 1 1 1 2 3 1 8 3 1 3 7 1 2 1 41.889863 -71.392606
45444 "Indiananpolis" "IN" "46122" 4 2 2 2 2 1 1 2 2 20 8 4 2 1 1 1 1 1 7 6 7 3 1 6 1 1 4 1 1 1 8 1 2 1 6 6 2 3 4 1 2 1 3 2 2 1 5 1 1 6 1 2 5 3 1 2 3 4 2 8 3 1 1 6 1 1 3 39.761211 -86.523446
45445 "Inkster" "MI" "48141" 1 3 1 2 2 3 1 1 3 19 5 1 2 1 1 3 2 1 3 3 6 5 1 6 4 1 1 1 2 2 8 1 2 5 2 2 2 2 4 2 1 3 3 2 3 6 5 1 1 2 4 2 1 3 5 2 1 3 1 6 2 1 1 6 3 1 1 42.292582 -83.314143
45446 "Houston" "TX" "77005" 1 3 1 2 2 3 1 1 3 19 5 1 2 1 1 3 2 1 3 3 6 5 1 6 4 1 1 1 2 2 8 1 2 5 2 2 2 2 4 2 1 3 3 2 3 6 5 1 1 2 4 2 1 3 5 2 1 3 1 6 2 1 1 6 3 1 1 29.717529 -95.428216
45447 "Pittsburgh" "PA" "15220" 6 2 1 2 2 2 1 2 2 20 8 6 2 1 3 1 2 1 3 6 5 5 1 1 3 6 9 1 2 1 8 1 3 5 4 6 1 2 4 1 2 2 3 2 4 1 4 6 3 4 5 2 1 4 3 2 1 10 2 6 2 2 3 4 1 1 7 40.430822 -80.04453
45448 "Auburn" "AL" "36830" 9 2 2 2 2 2 2 2 2 20 8 4 7 1 1 1 5 1 3 3 3 3 5 1 4 1 4 1 3 1 8 1 2 3 2 6 3 1 4 1 1 3 3 2 4 1 1 1 1 1 5 3 1 4 1 2 3 3 1 8 3 1 1 7 3 2 2 32.577135 -85.472821
45449 "lawrence" "KS" "66044" 9 2 2 2 2 2 2 2 2 20 8 4 7 1 1 1 5 1 3 3 3 3 5 1 4 1 4 1 3 1 8 1 2 3 2 6 3 1 4 1 1 3 3 2 4 1 1 1 1 1 5 3 1 4 1 2 3 3 1 8 3 1 1 7 3 2 2 38.983551 -95.232023
45450 "Winona" "MN" "55987" 9 2 2 2 2 2 2 2 2 20 8 4 7 1 1 1 5 1 3 3 3 3 5 1 4 1 4 1 3 1 8 1 2 3 2 6 3 1 4 1 1 3 3 2 4 1 1 1 1 1 5 3 1 4 1 2 3 3 1 8 3 1 1 7 3 2 2 44.033867 -91.65106
45451 "Aurora" "CO" "80012" 4 2 3 2 2 2 2 2 3 20 8 7 2 1 1 2 1 1 3 3 6 3 1 1 4 1 7 1 2 1 8 1 8 5 2 5 3 3 1 3 1 2 3 2 1 1 5 1 3 6 4 2 10 3 1 1 1 9 1 8 5 2 1 6 3 2 2 39.698387 -104.839567
45452 "Albuquerque" "NM" "87112" 8 3 3 2 2 1 1 2 3 5 5 4 2 1 1 2 2 1 3 3 2 2 5 6 5 1 1 1 3 9 8 1 14 7 4 5 2 1 4 2 3 2 3 2 4 1 4 5 1 1 4 2 3 3 1 1 1 3 2 9 2 1 1 6 1 2 1 35.100796 -106.520679
45453 "Fresno" "CA" "93728" 4 2 2 2 2 2 2 2 2 20 9 7 2 1 1 2 5 1 3 3 6 3 5 1 3 1 4 1 1 2 8 1 2 7 4 5 3 1 7 1 1 2 3 2 1 6 5 1 2 1 4 2 1 3 1 1 1 3 1 8 2 1 1 7 1 2 1 36.758598 -119.810228
45454 "Wytheville" "VA" "24382" 9 2 1 1 1 3 1 3 2 20 8 6 1 1 1 1 5 1 1 3 7 5 1 6 12 6 4 4 3 1 8 4 15 7 2 2 3 3 4 1 1 2 3 2 2 6 2 1 1 2 1 2 10 4 1 5 3 9 1 8 1 1 1 7 1 1 3 36.947446 -81.094398
45455 "Pearisburg" "VA" "24134" 9 1 1 2 2 3 2 2 2 20 8 6 2 1 1 3 5 12 7 4 7 3 3 6 4 6 4 1 3 1 8 4 12 1 4 4 1 1 7 1 1 2 3 2 4 1 4 5 1 7 3 3 9 4 1 3 1 3 1 8 2 1 5 7 3 2 2 37.291252 -80.736014
45456 "Waldorf" "MD" "20772" 4 2 3 2 2 2 2 3 3 20 8 6 2 1 1 1 2 1 7 6 7 5 1 6 11 3 8 4 2 1 8 1 2 7 2 4 3 1 7 3 1 2 3 2 4 6 5 5 1 1 4 2 10 4 1 1 1 3 1 8 1 1 1 7 1 2 2 38.792281 -76.781009
45457 "Minneapolis" "MN" "55410" 1 1 3 2 2 2 2 1 2 16 9 1 2 1 1 2 2 1 7 6 7 5 1 6 13 1 1 1 3 9 1 1 8 7 1 4 2 1 7 3 1 3 3 2 3 6 5 5 1 1 4 2 1 3 1 2 1 3 1 8 5 1 1 8 1 2 1 44.911564 -93.319474
45458 "Burbank" "CA" "91505" 8 2 3 2 2 2 2 2 13 5 8 4 10 1 1 2 8 1 7 6 7 5 6 11 5 1 1 4 3 9 8 1 2 7 2 2 2 1 7 3 4 5 3 2 3 6 2 5 5 7 5 3 11 4 1 1 1 3 1 8 2 1 3 7 1 6 1 34.166906 -118.34366
45459 "Columbis" "OH" "43201" 7 2 2 2 2 3 1 3 4 3 8 4 1 1 1 1 1 1 3 3 2 2 5 6 5 1 1 4 2 1 8 1 2 7 4 2 3 1 1 1 1 2 3 2 2 6 1 2 1 1 1 4 1 4 1 2 1 2 2 8 3 1 3 7 1 1 1 39.990764 -83.001179
45460 "Boulder" "CO" "80301" 4 2 3 2 2 1 1 2 2 20 8 7 2 1 1 3 1 1 7 6 3 3 1 6 4 1 4 1 2 1 8 1 8 7 2 5 3 1 1 1 1 2 3 2 1 6 5 1 2 1 4 2 1 3 1 1 1 7 1 8 2 1 1 6 1 2 6 40.044385 -105.219282
45461 "sanBernardino" "CA" "92336" 4 2 1 2 2 2 1 1 3 21 5 4 1 1 2 1 1 1 3 4 3 3 1 6 4 1 1 1 1 2 8 1 2 7 2 2 2 1 7 3 1 1 3 2 2 4 4 1 1 6 1 2 1 3 1 1 3 2 1 9 2 1 1 7 1 1 2 34.125147 -117.458181
45462 "KansasCity" "MO" "64113" 1 2 3 2 2 2 3 2 3 20 8 4 2 1 4 3 5 1 4 3 1 2 1 6 4 1 1 1 3 1 1 1 2 5 4 2 2 2 1 3 3 2 3 3 4 1 2 5 3 1 4 3 1 4 1 3 1 1 1 8 2 1 5 7 1 2 1 39.013638 -94.594713
45463 "Chatham" "NJ" "07928" 7 1 2 2 2 2 2 1 3 20 8 4 2 1 1 3 2 1 4 3 2 2 5 1 11 1 1 1 2 1 1 1 5 1 1 2 2 2 7 2 1 2 3 2 4 1 4 5 1 2 4 2 10 4 1 1 7 3 1 3 1 1 1 7 1 2 1 40.7332 -74.39736
45464 "ElPaso" "TX" "79901" 4 2 2 2 2 2 1 2 2 21 5 7 2 1 1 3 1 1 3 3 2 2 1 8 5 1 1 1 1 9 7 1 5 5 4 4 3 1 1 2 1 3 2 2 4 4 4 1 1 3 4 2 10 3 4 1 4 2 1 8 2 1 4 6 1 2 7 31.759558 -106.480115
